"version","generator","osm3s__timestamp_osm_base","osm3s__timestamp_areas_base","osm3s__copyright","elements__type","elements__id","elements__center__lat","elements__center__lon","elements__lat","elements__lon","elements__tags__access","elements__tags__addr:city","elements__tags__addr:country","elements__tags__addr:full","elements__tags__addr:housename","elements__tags__addr:housenumber","elements__tags__addr:postcode","elements__tags__addr:state","elements__tags__addr:street","elements__tags__alt_name","elements__tags__addr:unit","elements__tags__amenity","elements__tags__denomination","elements__tags__electricity","elements__tags__area","elements__tags__description","elements__tags__contact:website","elements__tags__boundary","elements__tags__contact:phone","elements__tags__contact:phone:tollfree","elements__tags__building","elements__tags__building:colour","elements__tags__ele","elements__tags__ele:note","elements__tags__check_date","elements__tags__check_date:currency:XBT","elements__tags__contact:facebook","elements__tags__contact:instagram","elements__tags__currency:XBT","elements__tags__email","elements__tags__beds","elements__tags__building:levels","elements__tags__capacity","elements__tags__designation","elements__tags__capacity:beds","elements__tags__emergency","elements__tags__full_name","elements__tags__facebook","elements__tags__fax","elements__tags__gnis:feature_id","elements__tags__health_amenity:type","elements__tags__healthcare","elements__tags__leisure","elements__tags__helipad","elements__tags__heritage","elements__tags__heritage:operator","elements__tags__healthcare:for","elements__tags__layer","elements__tags__healthcare:speciality","elements__tags__image","elements__tags__landing_zone","elements__tags__name","elements__tags__name:en","elements__tags__nrhp:criteria","elements__tags__nrhp:inscription_date","elements__tags__nrhp:nhl","elements__tags__name_1","elements__tags__official_name","elements__tags__note","elements__tags__opening_date","elements__tags__opening_hours","elements__tags__operational_status","elements__tags__payment:cash","elements__tags__payment:cheque","elements__tags__payment:mastercard","elements__tags__payment:visa","elements__tags__payment:lightning","elements__tags__payment:lightning:operator","elements__tags__payment:lightning_contactless","elements__tags__payment:onchain","elements__tags__url","elements__tags__old_name","elements__tags__operator","elements__tags__operator:phone","elements__tags__roof:colour","elements__tags__roof:material","elements__tags__roof:shape","elements__tags__start_date","elements__tags__operator:short","elements__tags__operator:wikidata","elements__tags__operator:wikipedia","elements__tags__operator:type","elements__tags__school","elements__tags__phone","elements__tags__religion","elements__tags__tag","elements__tags__phone:tollfree","elements__tags__urgent_care","elements__tags__protection_title","elements__tags__ref:nrhp","elements__tags__specialty","elements__tags__was:amenity","elements__tags__toilets:wheelchair","elements__tags__source","elements__tags__type","elements__tags__short_name","elements__tags__ref","elements__tags__website","elements__tags__wheelchair","elements__tags__wikidata","elements__tags__wikipedia"
"","","","","","relation","6290065","40.7566138","-96.6072407","","","","Lincoln","","","","5601","68516","NE","South 84th Street","","","hospital","","","","","","","","","apartments","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","","","","High Plains Alzheimer's Special Care Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1-402-413-0465","","","","","","","","","","Bing","multipolygon","","","https://www.jeaseniorliving.com/memory_care/Lincoln_NE/zip_68516/jea_senior_living/7132","","",""
"","","","","","relation","6933564","46.4897534","-116.26039","","","","Orofino","","","","300","83544","ID","Hospital Drive","","","hospital","","","","","","","","","hospital","","","","","","","","","","55","","","","","no","","","","","","hospital","","","","","","","psychiatry","","","State Hospital North","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 208 476 4511","","","","","","","","","","","multipolygon","","","http://healthandwelfare.idaho.gov/Medical/MentalHealth/StateHospitals/tabid/495/Default.aspx","","",""
"","","","","","relation","6991577","35.6683983","-105.9704921","","","","Santa Fe","","","","1700","87501","NM","Cerrillos Road","","","hospital","","","","","","","","","yes","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","general","","","Santa Fe Indian Hospital","","","","","","","","","","","","","","","","","","","","","Indian Health Service","","","","","","IHS","Q6020429","en:Indian Health Service","public","","+1-505-946-9282","","","","08:00-19:30","","","","","","","multipolygon","","","https://www.ihs.gov/Albuquerque/healthcarefacilities/santafe/","","",""
"","","","","","relation","7303934","35.4672504","-97.3911309","","","","Midwest City","","","","2825","73110","OK","Parklawn Drive","","","hospital","","","","","","","","","","","","","","","","","","","255","","","","","yes","","","","","","hospital","","","","","","","","","","AllianceHealth Midwest","","","","","","","","","24/7","","","","","","","","","","","","AllianceHealth","","","","","","","","","","","+1 405 610 4411","","","","","","","","","","","multipolygon","","","https://www.myalliancehealth.com/alliancehealth-midwest","","",""
"","","","","","relation","7304434","35.61143","-95.9528165","","","","Okmulgee","","","","1401","74447","","Morris Drive","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","Muscogee (Creek) Nation Medical Center","","","","","","","","","","","","","","","","","","","","Okmulgee Memorial Hospital","","","","","","","","","","","","+1 918 756 4233","","","","","","","","","","","multipolygon","","","https://www.creekhealth.org/medical-center/","","",""
"","","","","","relation","7935042","36.1356858","-95.9669558","","","","Tulsa","","","","1923","74104","","South Utica Avenue East","","","hospital","","","","","","","","","","","","","","","","","","","677","","","","","yes","","","","","","hospital","","","","","","","","","","Ascension Saint John Medical Center","","","","","","","","","24/7","","","","","","","","","","","","Ascension","","","","","","","Q96372437","en:Ascension (company)","","","+1 918 744 2345","","","","","","","","","","","multipolygon","","","https://healthcare.ascension.org/","yes","",""
"","","","","","relation","8016744","40.790264","-96.6473237","","","","Lincoln","","","","5401","68506","NE","South Street","Madonna Rehab Hospital","","hospital","","","","","","","","","yes","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","","","","Madonna Rehabilitation Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1-402-413-3000","","","+1-800-676-5448","","","","","","","Bing","multipolygon","","","https://www.madonna.org/patient/rehab/","","Q6728387",""
"","","","","","relation","12339587","48.392362","-115.5472866","","","","Libby","","","","209","59923","","Health Park Drive","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Cabinet Peaks Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 406 283 7000","","","","","","","","","","","multipolygon","","","https://www.cabinetpeaks.org/","","",""
"","","","","","relation","13167431","41.1696194","-97.5495069","","","","Osceola","","","","531","68651","","Beebe Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","1881555","","hospital","","","","","","","","","","Annie Jeffrey Memorial County Health Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 402 747 2031","","","","","","","","","","","multipolygon","","","http://www.ajhc.org/","","",""
"","","","","","relation","13354041","38.852513","-94.8271141","","","","Olathe","","","","20333","66061","","West 151st Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2098829","","hospital","","yes","","","","","","","","Olathe Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1-913-791-4200","","","","","","","","","","","multipolygon","","","https://www.olathehealth.org/","","",""
"","","","","","relation","13694136","40.7361961","-96.5934601","","","","Lincoln","","","","7500","68526","NE","South 91st Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","","","","Nebraska Heart Hospital","","","","","","","","","","","","","","","","","","","","","Catholic Health Initiatives","","","","","","CHI","Q5053168","en:Catholic Health Initiatives","religious","","+1 402 489 6555","","","","","","","","","","","multipolygon","","","https://www.chihealth.com/nebraska-heart.html","","",""
"","","","","","relation","13732531","40.7946278","-96.6239719","","","","Lincoln","","","","1710","68506","","South 70th Street","","","hospital","","","","","","","","","","","","","","","","","","","21","","","","","no","","","","1898646","","hospital","","","","","","","","","","Lincoln Surgical Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 402 484 9090","","","","","","","","","","","multipolygon","","","https://lincolnsurgery.com/","","",""
"","","","","","relation","13757499","40.808067","-96.6268309","","","","Lincoln","","","","555","68503","NE","South 70th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","CHI Health Saint Elizabeth","","","","","","","","","","","","","","","","","","","","Saint Elizabeth Regional Medical Center","Catholic Health Initiatives","","","","","","CHI","Q5053168","en:Catholic Health Initiatives","religious","","+1 402 219 8000","","","","","","","","","","","multipolygon","","","https://www.chihealth.com/locations/st-elizabeth","","Q14705021","en:St. Elizabeth Regional Medical Center"
"","","","","","relation","14329612","40.8035773","-96.6559373","","","","Lincoln","","","","4600","68510","NE","Valley Road","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","hospital","","","","","","","","","","Lincoln Family Medicine Center","","","","","","","","","","","","","","","","","","","","","Lincoln Medical Education Partnership","","","","","","","","","","","+14024834571","","","","","","","","","","","multipolygon","","","https://www.lincolnfamilymedicine.com/","","",""
"","","","","","relation","14338191","40.7970658","-96.6512313","","","","Lincoln","","","","1600","68506","NE","South 48th Street","Bryan Medical Center East Campus","","hospital","","","","","","","","","","","","","","","","","","","374","","","","","yes","","","","","","hospital","","","","","","","","","","Bryan Health East Campus","","","","","","","","","24/7","","","","","","","","","","","Bryan Memorial Hospital","Bryan Health","","","","","","","","","","","+1 402 481 1111","","","","","","","","","","Bing","multipolygon","","","https://www.bryanhealth.com/locations/bryan-east-campus/","","",""
"","","","","","relation","14402196","40.7396172","-96.6653029","","","","Lincoln","","","","3901","68516","NE","Pine Lake Road","","410","hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","hospital","","","","","","","","","","Bryan Pine Lake Campus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1-402-481-6060","","","","","","","","","","","multipolygon","","","https://bryanhealth.org","","",""
"","","","","","relation","14949157","41.1930774","-96.635475","","","","Wahoo","","","","1760","68066","","County Road J","","","hospital","","","","","","","","","","","","","","","","","","","16","","","","","yes","","","","","","hospital","","","","","","","","","","Saunders Medical Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 402 443 4191","","","","","","","","","","","multipolygon","","","https://saundersmedicalcenter.com/","","",""
"","","","","","relation","15397107","39.0570665","-94.6101605","","","","Kansas City","","","","3901","66160","","Rainbow Boulevard","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2098801","","hospital","","","","","","","","","","University of Kansas Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1-913-588-5000","","","","","","","","","","","multipolygon","","","https://www.kumc.edu/","","Q33526980","en:University of Kansas Medical Center"
"","","","","","relation","15464713","35.8815587","-106.3188902","","","","Los Alamos","","","","3917","87544","NM","West Road","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","901358","","hospital","","","","","","","emergency","","","Los Alamos Medical Center","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 505 662 4201","","","","","","","","","","","multipolygon","LAMC","","https://www.losalamosmedicalcenter.com/","","Q30280762",""
"","","","","","relation","15559655","39.5368559","-95.1289166","","","","Atchison","","","","800","66002","","Raven Hill Road","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Amberwell Atchison","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1-913-367-2131","","","","","","","","","","","multipolygon","","","https://www.atchisonhospital.org/","","",""
"","","","","","relation","16029463","47.7161116","-116.9239475","","","","Post Falls","","","","1593","83854","ID","East Polston Avenue","","","hospital","","","","","","","","","","","","","","","","","","","34","","","","","no","","","","","","hospital","","","","","","","surgery","","","Northwest Specialty Hospital Medical Park","","","","","","","","","","","","","","","","","","","","","Northwest Specialty Hospital","","","","","","","","","private_for_profit","","+1 208 262 2300","","","","","","","","","","","multipolygon","","","https://www.northwestspecialtyhospital.com/","","",""
"","","","","","relation","16239323","40.7810788","-96.7330963","","","","Lincoln","","","","801","68522","NE","West Prospector Place","","","hospital","","","yes","","","","","","","","","","","","","","","","","","","","","no","","","","830737","","hospital","","","","","","","psychiatry","","","Lincoln Regional Center","","","","","","","","","","","","","","","","","","","","","Nebraska Department of Health and Human Services","","","","","","","","","public","","+1 402 479 5388","","","","","","","","","","","multipolygon","","","https://dhhs.ne.gov/Pages/Regional-Centers.aspx","","",""
